Age Category,Sex,Belt,Weight Division,Place,Name ,Academy
Master 1,Male,Blue,Rooster,1,Ben N Stream,LEGACY JIU-JITSU - TEAM ALBERTO CRANE
Master 1,Male,Blue,Rooster,2,Branden Kyle Whittington,COALITION 95
Master 1,Male,Blue,Rooster,3,Daniel Pinedo,CAMARILLO JIU JITSU
Master 1,Male,Blue,Rooster,3,Manny Juan Almodova,BIG BROTHERS
Master 1,Male,Blue,Light-Feather,1,Xiaoxi Du,ALLIANCE
Master 1,Male,Blue,Light-Feather,2,Josh Kim,GAZZE ACADEMY
Master 1,Male,Blue,Light-Feather,3,Marcos Paulo dos Santos,FAMÍLIA JIU-JITSU
Master 1,Male,Blue,Light-Feather,3,Zachary Lessman,ATOS JIU-JITSU
Master 1,Male,Blue,Feather,1,John Marsh,ATOS JJ USA
Master 1,Male,Blue,Feather,2,Michael Zagorski,CARLSON GRACIE TEAM
Master 1,Male,Blue,Feather,3,James Averion,ATOS JIU-JITSU
Master 1,Male,Blue,Feather,3,Josue Ali Lopez,GF TEAM
Master 1,Male,Blue,Light,1,Jacob Lee Erdman,ARES BJJ
Master 1,Male,Blue,Light,2,Charlie Pinto,ARES BJJ
Master 1,Male,Blue,Light,3,Jason Robert Stuedemann,BRASA CTA
Master 1,Male,Blue,Light,3,Victor Borja,TAC TEAM BJJ
Master 1,Male,Blue,Middle,1,Daniel Fernandez-Paz,BAD BOYS JJ
Master 1,Male,Blue,Middle,2,Mason Roy,RIBEIRO JIU-JITSU INTERNATIONAL
Master 1,Male,Blue,Middle,3,Bilimbek Almamatov,TEAM REDZOVIC
Master 1,Male,Blue,Middle,3,Daniel Foley,GF TEAM
Master 1,Male,Blue,Medium-Heavy,1,Brandon Gagnon,INDIANA BRAZILIAN JIU-JITSU ACADEMY
Master 1,Male,Blue,Medium-Heavy,2,Ruapounamu Jordan James Erceg,LEGACY
Master 1,Male,Blue,Medium-Heavy,3,Daniel Kennedy,WILL/MACHADO
Master 1,Male,Blue,Medium-Heavy,3,Nathan Loeffler,CLEBER JIU JITSU VISALIA
Master 1,Male,Blue,Heavy,1,John Nickolaus Miller,GRACIE BARRA JJ
Master 1,Male,Blue,Heavy,2,Travis Scott Davis,GF TEAM
Master 1,Male,Blue,Heavy,3,Jaime Paul Thornblad,CARLSON GRACIE
Master 1,Male,Blue,Heavy,3,Sherif Girgis,UFC GYM
Master 1,Male,Blue,Super-Heavy,1,Navarro Joseph Chamberlain,CRAZY 88
Master 1,Male,Blue,Super-Heavy,2,Bojan Jovanovic,TEAM SHAWN HAMMONDS
Master 1,Male,Blue,Super-Heavy,3,Darren Kriener,TAC TEAM BJJ
Master 1,Male,Blue,Super-Heavy,3,Jeremy Collins,CRAZY 88
Master 1,Male,Blue,Ultra-Heavy,1,Kion Renard Wilson,MEGA-POWERS
Master 1,Male,Blue,Ultra-Heavy,2,Stewart Benjamin Allen,901 JIU-JITSU
Master 1,Male,Blue,Ultra-Heavy,3,Ahmed Awadallah,FIGHT SPORTS
Master 1,Male,Blue,Ultra-Heavy,3,Jason Jones,R1NG BJJ
Master 1,Male,Blue,Open Class,1,Kion Renard Wilson,MEGA-POWERS
Master 1,Male,Blue,Open Class,2,Navarro Joseph Chamberlain,CRAZY 88
Master 1,Male,Blue,Open Class,3,Jeremy Collins,CRAZY 88
Master 1,Male,Blue,Open Class,3,Stewart Benjamin Allen,901 JIU-JITSU
Master 1,Female,Blue,Rooster,1,Vanessa M. Rodriguez,NOVA UNIÃO
Master 1,Female,Blue,Rooster,2,Hana Vengrinova,LEGACY
Master 1,Female,Blue,Rooster,3,Ai Jin Lee,MONARCHY MMA
Master 1,Female,Blue,Rooster,3,Angela Leite,TONY PASSOS JIU-JITSU
Master 1,Female,Blue,Light-Feather,1,Marne Chiccarelli,CHECKMAT
Master 1,Female,Blue,Light-Feather,2,Shelby Norment,CHECKMAT
Master 1,Female,Blue,Light-Feather,3,Kari Ann Williams,LEAD BJJ
Master 1,Female,Blue,Light-Feather,3,Vernadette Ortiz,RALPH GRACIE
Master 1,Female,Blue,Feather,1,Mariane Moreira Santos,HBJ
Master 1,Female,Blue,Feather,2,Amanda Rose Brundage,SYNERGY BRAZILIAN JIU JITSU
Master 1,Female,Blue,Feather,3,Nicole Katelyne Ball,TEAM LLOYD IRVIN
Master 1,Female,Blue,Feather,3,Tina Jo Robinson,CHECKMAT
Master 1,Female,Blue,Light,1,Erica Barnes,FIGHT SPORTS
Master 1,Female,Blue,Light,2,Amy Harris,"ZENITH BJJ, CANADA"
Master 1,Female,Blue,Light,3,Elaine Huang,CAIO TERRA ASSOCIATION
Master 1,Female,Blue,Light,3,Jessica Borrell,MMA MASTERS
Master 1,Female,Blue,Middle,1,Stephanie Lynn Williamson,SOUL FIGHTERS BJJ
Master 1,Female,Blue,Middle,2,Lauren Ryan,ABSOLUTE BEHRING
Master 1,Female,Blue,Middle,3,Brighton L HUtton,LEAD BJJ
Master 1,Female,Blue,Middle,3,KayLynn Aragon,GRACIE BARRA
Master 1,Female,Blue,Medium-Heavy,1,Alix Kate Bartholomew,RIBEIRO JIU-JITSU
Master 1,Female,Blue,Medium-Heavy,2,Kaycee Sullivan,CHOKE-U
Master 1,Female,Blue,Medium-Heavy,3,Joanie Gaudreau,JIU-JITSU FOR LIFE TEAM
Master 1,Female,Blue,Medium-Heavy,3,Kimberle Cratsenberg,CHECKMAT
Master 1,Female,Blue,Heavy,1,Danielle R Walker,GF TEAM
Master 1,Female,Blue,Heavy,2,Courtney Anaya,RUFFHOUSE
Master 1,Female,Blue,Heavy,3,Elizabeth Marie McKenzie,HIRO BJJ ACADEMY YOKOHAMA
Master 1,Female,Blue,Heavy,3,Shannon Colleen Clancy,JIU-JITSU FOR LIFE TEAM
Master 1,Female,Blue,Super-Heavy,1,Nicole Allum,BRIGADEIRO BRAZILIAN JIU-JITSU USA
Master 1,Female,Blue,Super-Heavy,2,Brianne Marie Gomez,PACIFIC TOP TEAM CALIFORNIA
Master 1,Female,Blue,Super-Heavy,3,Lyndsie Maurene Hauck,ABSOLUTE BEHRING
Master 1,Female,Blue,Super-Heavy,3,Marion Janette Blow,DARKWOLFMMA
Master 1,Female,Blue,Open Class,1,Stephanie Lynn Williamson,SOUL FIGHTERS BJJ
Master 1,Female,Blue,Open Class,2,Kimberle Cratsenberg,CHECKMAT
Master 1,Female,Blue,Open Class,3,Courtney Anaya,RUFFHOUSE
Master 1,Female,Blue,Open Class,3,Danielle R Walker,GF TEAM
Master 1,Male,Purple,Rooster,1,Hiroki Takahashi,BRAVE HEART
Master 1,Male,Purple,Rooster,2,John Camilo Atehortua Muñoz,GF TEAM
Master 1,Male,Purple,Rooster,3,David Daniels,ABMAR BARBOSA ASSOCIATION
Master 1,Male,Purple,Rooster,3,Tu Bui,CARLSON GRACIE TEAM
Master 1,Male,Purple,Light-Feather,1,Lucas Pinto De Souza,ATOS JIU-JITSU
Master 1,Male,Purple,Light-Feather,2,Aaron Villanueva,ATOS JIU-JITSU
Master 1,Male,Purple,Light-Feather,3,Farley thomas,COBRA KAI JIU JITSU
Master 1,Male,Purple,Light-Feather,3,Matthew David Larsen McKay,FERNANDO TERERE JIU-JITSU
Master 1,Male,Purple,Feather,1,Jason Arreola,ONE JIU-JITSU USA
Master 1,Male,Purple,Feather,2,Matthew Farrell,LEAD BJJ
Master 1,Male,Purple,Feather,3,Carlos Henrique do Nascimento,CHECKMAT
Master 1,Male,Purple,Feather,3,Florian Recart,KMR BJJ KIMURA
Master 1,Male,Purple,Light,1,Sérgio Ribeiro dos Louros,MARCAO - ARTSUAVE JIU-JITSU
Master 1,Male,Purple,Light,2,Osvaldo Amazonas de Oliveira,ROMULO MELO BRAZILIAN JIU-JITSU LLC.
Master 1,Male,Purple,Light,3,Samuel Naion Ubirajara Silva de Oliveira,LEAD BJJ
Master 1,Male,Purple,Light,3,Theodore Sanders,LUIZ PALHARES JIU JITSU
Master 1,Male,Purple,Middle,1,Piter Taube,SOUL FIGHTERS BJJ
Master 1,Male,Purple,Middle,2,David Wilcox,JIU-JITSU FOR LIFE TEAM
Master 1,Male,Purple,Middle,3,Derek Gauthier,TEAM OJJ CANADA
Master 1,Male,Purple,Middle,3,Juliano Nunes Lesama,ATOS JIU-JITSU
Master 1,Male,Purple,Medium-Heavy,1,Eduardo Viana,CRAZY 88
Master 1,Male,Purple,Medium-Heavy,2,Timothy Eston Carrico,BJJ REVOLUTION TEAM
Master 1,Male,Purple,Medium-Heavy,3,Fabio Bravo,UNIFIED JIU JITSU
Master 1,Male,Purple,Medium-Heavy,3,Thales Leonel Rocha Jacobsen,WESLEY SANTOS TEAM
Master 1,Male,Purple,Heavy,1,Luke Elders,CAVALO TEAM
Master 1,Male,Purple,Heavy,2,James Alan Wood,SAS TEAM USA
Master 1,Male,Purple,Heavy,3,Daniel Branch,GRACIE RALEIGH
Master 1,Male,Purple,Heavy,3,Derek Alan Young,NOVA UNIÃO
Master 1,Male,Purple,Super-Heavy,1,Josh Ihnen,RODRIGO VAGHI BJJ
Master 1,Male,Purple,Super-Heavy,2,Corey Phelps,BETA ACADEMY
Master 1,Male,Purple,Super-Heavy,3,Alexandre Augusto Ornellas Monteiro,PS PHOENIX BJJ
Master 1,Male,Purple,Super-Heavy,3,CHRISTOPHER GALLIHER,TEAM LLOYD IRVIN
Master 1,Male,Purple,Ultra-Heavy,1,Ehsan Sam Rajabi,GRACIE BARRA
Master 1,Male,Purple,Ultra-Heavy,2,Leonard Miller,KINGS JIU-JITSU
Master 1,Male,Purple,Ultra-Heavy,3,Helder Henrique de Melo Cordeiro,SAS TEAM
Master 1,Male,Purple,Ultra-Heavy,3,Styvens Belloge,BIG BROTHERS
Master 1,Male,Purple,Open Class,1,Ehsan Sam Rajabi,GRACIE BARRA
Master 1,Male,Purple,Open Class,2,Helder Henrique de Melo Cordeiro,SAS TEAM
Master 1,Male,Purple,Open Class,3,Alexandre Augusto Ornellas Monteiro,PS PHOENIX BJJ
Master 1,Male,Purple,Open Class,3,Piter Taube,SOUL FIGHTERS BJJ
Master 1,Female,Purple,Rooster,1,Brenda Diane Dang,ARES BJJ
Master 1,Female,Purple,Rooster,2,Marina Bocciarelli,TETRIS
Master 1,Female,Purple,Rooster,3,Alyssa Wang,SMASH GYMS
Master 1,Female,Purple,Rooster,3,Marcella Alvarega Bastos,SOUL FIGHTERS BJJ
Master 1,Female,Purple,Light-Feather,1,Karoline Mota Braga,GRACIE HUMAITA
Master 1,Female,Purple,Light-Feather,2,Brianna Matsuura,SORIANO JIU-JITSU ACADEMY
Master 1,Female,Purple,Light-Feather,3,Mitomo Moriwaki,CARPE DIEM
Master 1,Female,Purple,Light-Feather,3,Yuki Jung,ARES BJJ
Master 1,Female,Purple,Feather,1,Alyssa Krahn,BRASA CTA
Master 1,Female,Purple,Feather,2,Ashley Tonya Baker,GRACIE HUMAITA
Master 1,Female,Purple,Feather,3,Karla Shellhammer,SOUL FIGHTERS BJJ
Master 1,Female,Purple,Feather,3,Tessa Neely,RIBEIRO JIU-JITSU
Master 1,Female,Purple,Light,1,Melinda Hertig,GF TEAM
Master 1,Female,Purple,Light,2,Adinda Jansen,TRI-FORCE BELGIUM EXIT TEAM
Master 1,Female,Purple,Light,3,Gessica Rodrigues Fong Nien,CHECKMAT
Master 1,Female,Purple,Light,3,Rebecca Tomada,ARES BJJ
Master 1,Female,Purple,Middle,1,Lachasity Cloud,TRAVIS LUTTER BRAZILIAN JIU-JITSU
Master 1,Female,Purple,Middle,2,Molly Bowser,ALLIANCE
Master 1,Female,Purple,Middle,3,Mei Linn Park,ALLIANCE
Master 1,Female,Purple,Middle,3,Michelle Louise Bradley,GRACIE BARRA
Master 1,Female,Purple,Medium-Heavy,1,Danielle Baron,ALLIANCE
Master 1,Female,Purple,Medium-Heavy,2,Lunar Cristina Schiavini Nicodem,GRACIE HUMAITA
Master 1,Female,Purple,Medium-Heavy,3,Melissa Simms,RENATO TAVARES ASSOCIATION
Master 1,Female,Purple,Medium-Heavy,3,Senika Janay Winston,ARES BJJ
Master 1,Female,Purple,Heavy,1,Desirèe Favoreto,CHECKMAT
Master 1,Female,Purple,Heavy,2,Amber Lauren Smallridge,GF TEAM
Master 1,Female,Purple,Heavy,3,Molly Harding,UNIFIED JIU JITSU
Master 1,Female,Purple,Heavy,3,Rebecca Faris,MXT FIGHT ACADEMY
Master 1,Female,Purple,Super-Heavy,1,Alyssa Arn,TEAM JUCÃO
Master 1,Female,Purple,Super-Heavy,2,Shayne Dickson,ALLIANCE
Master 1,Female,Purple,Super-Heavy,3,Sarah Andrada,MAURICIO ALONSO BJJ
Master 1,Female,Purple,Super-Heavy,3,Sarah Foster,GF TEAM
Master 1,Female,Purple,Open Class,1,Desirèe Favoreto,CHECKMAT
Master 1,Female,Purple,Open Class,2,Michelle Louise Bradley,GRACIE BARRA
Master 1,Female,Purple,Open Class,3,Danielle Baron,ALLIANCE
Master 1,Female,Purple,Open Class,3,Molly Bowser,ALLIANCE
Master 1,Male,Brown,Rooster,1,Larry J Ruiz,COMBAT BASE
Master 1,Male,Brown,Rooster,2,Ryan Galvan,TRUJITSU - BAKERSFIELD
Master 1,Male,Brown,Rooster,3,Bruno Alves da Cruz Cardoso,ACADEMIA CEMILTON REIS
Master 1,Male,Brown,Rooster,3,Ruel Gojar,JIU-JITSU FOUNDATION
Master 1,Male,Brown,Light-Feather,1,Chad Hawkins,RODRIGO VAGHI BJJ
Master 1,Male,Brown,Light-Feather,2,Félix Richard Chan-ou-teung,CHECKMAT
Master 1,Male,Brown,Light-Feather,3,Lucas Chaves Silva,GRACIE BARRA
Master 1,Male,Brown,Light-Feather,3,Ryan Mohr,ATOS JJ USA
Master 1,Male,Brown,Feather,1,Patrick Charles Hamilton III,CARLSON GRACIE TEAM
Master 1,Male,Brown,Feather,2,Antonio Smith,JIU-JITSU FOR LIFE TEAM
Master 1,Male,Brown,Feather,3,Kevin Wheeler,CICERO COSTHA INTERNACIONAL
Master 1,Male,Brown,Feather,3,Max Pascale,NOVA UNIÃO
Master 1,Male,Brown,Light,1,Ben Annunziato,TRAVIS LUTTER BRAZILIAN JIU-JITSU
Master 1,Male,Brown,Light,2,christian feliciano,CHECKMAT
Master 1,Male,Brown,Light,3,Alexander Charles Yablong,GRACIE ELITE TEAM
Master 1,Male,Brown,Light,3,Ethan Joseph Baumann,PEDRO SAUER TEAM
Master 1,Male,Brown,Middle,1,SEBASTIAN BENITO SANTOS KUNZE,MATHIAS RIBEIRO TEAM
Master 1,Male,Brown,Middle,2,Zimitro Perez,GRACIE HUMAITA
Master 1,Male,Brown,Middle,3,David Mitchell,ONE WORLD JIU JITSU ACADEMY
Master 1,Male,Brown,Middle,3,Logan James Bruneau,GF TEAM
Master 1,Male,Brown,Medium-Heavy,1,Said Dunkaev,CHECKMAT
Master 1,Male,Brown,Medium-Heavy,2,Elioenai de Abreu Campos,TONY PASSOS JIU-JITSU
Master 1,Male,Brown,Medium-Heavy,3,Cameron Gilliam,GF TEAM
Master 1,Male,Brown,Medium-Heavy,3,Lawrence Vincent Carara,BRAZILIAN TOP TEAM
Master 1,Male,Brown,Heavy,1,Filipe Luiz dos Reis Carmona,GRACIE BARRA
Master 1,Male,Brown,Heavy,2,Diego Terto Martins,KMR BJJ KIMURA
Master 1,Male,Brown,Heavy,3,James Spaulding,TEAM ROBSON MOURA
Master 1,Male,Brown,Heavy,3,Nathan Inman,FIGHT SPORTS
Master 1,Male,Brown,Super-Heavy,1,Maitere Taihia,ATOS JIU-JITSU
Master 1,Male,Brown,Super-Heavy,2,Hoanui Johann Vanaa,ATOS JIU-JITSU
Master 1,Male,Brown,Super-Heavy,3,Dinko Bektic,BJJ REVOLUTION TEAM
Master 1,Male,Brown,Super-Heavy,3,Michael Anthony Joshua,ATOS JJ USA
Master 1,Male,Brown,Ultra-Heavy,1,Michael David Kent,CARLSON GRACIE TEAM
Master 1,Male,Brown,Ultra-Heavy,2,David Douillette,CHECKMAT
Master 1,Male,Brown,Ultra-Heavy,3,Dallas Jay Niles,RIBEIRO JIU-JITSU
Master 1,Male,Brown,Ultra-Heavy,3,Logan Charles Gulick,TEAM RUBAO CARIOCA BJJ
Master 1,Male,Brown,Open Class,1,Said Dunkaev,CHECKMAT
Master 1,Male,Brown,Open Class,2,Diego Terto Martins,KMR BJJ KIMURA
Master 1,Male,Brown,Open Class,3,Hoanui Johann Vanaa,ATOS JIU-JITSU
Master 1,Male,Brown,Open Class,3,Maitere Taihia,ATOS JIU-JITSU
Master 1,Female,Brown,Rooster,1,Jonalyn Rose Aguas Romualdez,ARES BJJ
Master 1,Female,Brown,Rooster,2,Isabelle Demers,BRAZILIAN TOP TEAM
Master 1,Female,Brown,Rooster,3,Jennifer Martinez,CHECKMAT
Master 1,Female,Brown,Light-Feather,1,Raquel Torres,WAY OF THE WARRIOR BJJ ACADEMY
Master 1,Female,Brown,Light-Feather,2,Adrienne Einikis,CARLSON GRACIE TEAM
Master 1,Female,Brown,Light-Feather,3,Maria Aisa Ratcliff,RIBEIRO JIU-JITSU
Master 1,Female,Brown,Light-Feather,3,Simone Lee,CARLSON GRACIE TEAM
Master 1,Female,Brown,Feather,1,Georgina Contel Gallego,ATOS JIU-JITSU
Master 1,Female,Brown,Feather,2,Trang Mai Pham,WAY OF THE WARRIOR BJJ ACADEMY
Master 1,Female,Brown,Feather,3,Desiree Jane Sabo,NOVA UNIÃO
Master 1,Female,Brown,Feather,3,Melissa Templeman,RALPH GRACIE JIU-JITSU BERKELEY
Master 1,Female,Brown,Light,1,Lisa Bernau,CARLSON GRACIE TEAM
Master 1,Female,Brown,Light,2,Laurie Anne Porsch,PARAGON BJJ ACADEMY
Master 1,Female,Brown,Light,3,Erin Nicole Lutter,TRAVIS LUTTER BRAZILIAN JIU-JITSU
Master 1,Female,Brown,Light,3,Jamie Nicole Hunt,CHECKMAT
Master 1,Female,Brown,Middle,1,Margherita Montes,MILANIMAL
Master 1,Female,Brown,Middle,2,Jessica Adams,NOVA UNIÃO
Master 1,Female,Brown,Middle,3,Brittany Senter,YAMASAKI ACADEMY
Master 1,Female,Brown,Middle,3,Jessica Jasper,BRASA CTA
Master 1,Female,Brown,Medium-Heavy,1,Sarah L Draht,PACIFIC TOP TEAM
Master 1,Female,Brown,Medium-Heavy,2,Emily C. McGivern,BURLINGTON BJJ
Master 1,Female,Brown,Medium-Heavy,3,Rafaela Haluche Schmitz,GRACIE BARRA
Master 1,Female,Brown,Medium-Heavy,3,Sarah Caroline Scarr,JIU-JITSU FOR LIFE TEAM
Master 1,Female,Brown,Heavy,1,Michelle Welti,BIG BROTHERS
Master 1,Female,Brown,Heavy,2,Veronica E. Galindo,CARLSON GRACIE TEAM
Master 1,Female,Brown,Heavy,3,Christy M. Van Gerwen,GRACIE BARRA
Master 1,Female,Brown,Heavy,3,Emily Norris,GRACIE BARRA
Master 1,Female,Brown,Super-Heavy,1,Mayara Monteiro Custódio,CHECKMAT
Master 1,Female,Brown,Super-Heavy,2,Shantelle Thompson,WILL - MACHADO
Master 1,Female,Brown,Open Class,1,Mayara Monteiro Custódio,CHECKMAT
Master 1,Female,Brown,Open Class,2,Sarah L Draht,PACIFIC TOP TEAM
Master 1,Female,Brown,Open Class,3,Desiree Jane Sabo,NOVA UNIÃO
Master 1,Female,Brown,Open Class,3,Emily C. McGivern,BURLINGTON BJJ
Master 1,Male,Black,Rooster,1,Washington Luis do M. Lima,GF TEAM
Master 1,Male,Black,Rooster,2,Justin Masaichi Ordinario,LEAD BJJ
Master 1,Male,Black,Rooster,3,Juan Lopes da Silva,CARLSON GRACIE TEAM
Master 1,Male,Black,Rooster,3,Taylor Monroe McCorriston,FIGHT SPORTS
Master 1,Male,Black,Light-Feather,1,Gabriel Afonso dos Santos Moraes,ALLIANCE
Master 1,Male,Black,Light-Feather,2,Rene Eduardo Lopez,BRASA CTA
Master 1,Male,Black,Light-Feather,3,Milton Carlos Bastos P. do Nascimento,ARES BJJ
Master 1,Male,Black,Light-Feather,3,Timothy Earl Mendoza,GRACIE HUMAITA
Master 1,Male,Black,Feather,1,José Tiago da Silva Barros,CICERO COSTHA INTERNACIONAL
Master 1,Male,Black,Feather,2,Osvaldo Augusto Honorio Moizinho,ARES BJJ
Master 1,Male,Black,Feather,3,Fabbio Passos de Alencar,ALLIANCE
Master 1,Male,Black,Feather,3,Kim Terra,BRASA CTA
Master 1,Male,Black,Light,1,Breno Henrique Abreu Bittencourt,GRACIE FIGHTER
Master 1,Male,Black,Light,2,Piter Frank Almeida Silva,ALLIANCE INTERNATIONAL
Master 1,Male,Black,Light,3,Dainis Nguyen-Huu,JIU-JITSU FOR LIFE TEAM
Master 1,Male,Black,Light,3,Pedro Fernandes Farias,CHECKMAT
Master 1,Male,Black,Middle,1,Vitor Henrique Silva Oliveira,GF TEAM
Master 1,Male,Black,Middle,2,Gabriel Procópio da Fonseca,BRAZILIAN TOP TEAM
Master 1,Male,Black,Middle,3,Clark Rouson Gracie,GRACIE ALLEGIANCE
Master 1,Male,Black,Middle,3,Marcelo França Mafra,CHECKMAT
Master 1,Male,Black,Medium-Heavy,1,Marcos Vinícius da Silva Tinoco,ALLIANCE
Master 1,Male,Black,Medium-Heavy,2,Sergio Raimundo Rios da Silva,BRASA CTA
Master 1,Male,Black,Medium-Heavy,3,Henrique Russi Felix de Lima,CHECKMAT
Master 1,Male,Black,Medium-Heavy,3,Luca Anacoreta,AETERNA JIU JITSU
Master 1,Male,Black,Heavy,1,Nick Schrock,RIBEIRO JIU-JITSU
Master 1,Male,Black,Heavy,2,Abraao Amorim Magalhaes,CHECKMAT
Master 1,Male,Black,Heavy,3,Denis Felipe Fumagali Da Silva,TEAM MARCOS CUNHA
Master 1,Male,Black,Heavy,3,Diogo Silveira do Nascimento,NS BROTHERHOOD
Master 1,Male,Black,Super-Heavy,1,Igor Silva,GF TEAM
Master 1,Male,Black,Super-Heavy,2,Guybson Costa e Sá,SAS TEAM
Master 1,Male,Black,Super-Heavy,3,Eliot Andrew Kelly,YEMASO BRAZILIAN JIU-JITSU
Master 1,Male,Black,Super-Heavy,3,Vitor Moscon Schlosser,SCHLOSSER BJJ
Master 1,Male,Black,Ultra-Heavy,1,Gustavo Dias Elias,RIBEIRO JIU-JITSU
Master 1,Male,Black,Ultra-Heavy,2,Marcelo Florêncio Nunes,ZENITH BJJ - LAS VEGAS
Master 1,Male,Black,Ultra-Heavy,3,Alex Aparecido Soares,NS BROTHERHOOD
Master 1,Male,Black,Ultra-Heavy,3,Kaliffa Gonçalves Oliveira,GRACIE BARRA
Master 1,Male,Black,Open Class,1,Gustavo Dias Elias,RIBEIRO JIU-JITSU
Master 1,Male,Black,Open Class,2,Henrique Russi Felix de Lima,CHECKMAT
Master 1,Male,Black,Open Class,3,Eliot Andrew Kelly,YEMASO BRAZILIAN JIU-JITSU
Master 1,Male,Black,Open Class,3,Sergio Raimundo Rios da Silva,BRASA CTA
Master 1,Female,Black,Light-Feather,1,Kristina Sofia Puruganan Barlaan,BRASA CTA
Master 1,Female,Black,Light-Feather,2,Rita Lynne Gribben,GRACIE HUMAITA
Master 1,Female,Black,Light-Feather,3,Linda Lindström,DYNAMIX FIGHTING SPORTS
Master 1,Female,Black,Light-Feather,3,Tasawan Casey,RIBEIRO JIU-JITSU
Master 1,Female,Black,Feather,1,Karen Deisy Antunes Girotto Borges,CHECKMAT
Master 1,Female,Black,Feather,2,Heather H. Raftery,ATOS JIU-JITSU
Master 1,Female,Black,Feather,3,Elsa Sery-Dromart,GRACIE BARRA
Master 1,Female,Black,Feather,3,Mylene Ramos Manalo,CASCAO JIU-JITSU
Master 1,Female,Black,Light,1,Nicole Sullivan,ATOS JIU-JITSU
Master 1,Female,Black,Light,2,Tracey Robin Goodell,CAVEIRINHA JIU-JITSU FAMILY USA
Master 1,Female,Black,Light,3,Elizabeth Jane Exell,VILANOVA BRAZILIAN JIU-JITSU
Master 1,Female,Black,Light,3,Fabiana Alves Borges,GRACIE BARRA
Master 1,Female,Black,Middle,1,Chelsah Lyons,ALLIANCE
Master 1,Female,Black,Middle,2,Amanda Loewen,SBG INTERNATIONAL (SBGI)
Master 1,Female,Black,Middle,3,Anna Sophia Maria Nordenö,BJJ REVOLUTION TEAM
Master 1,Female,Black,Middle,3,Pamela Boveda,FIGHT SPORTS INTERNATIONAL
Master 1,Female,Black,Medium-Heavy,1,Claudia Fernanda Onofre Valim Doval,DE LA RIVA JJ
Master 1,Female,Black,Medium-Heavy,2,Olga Lyashevska,CARLSON GRACIE TEAM
Master 1,Female,Black,Medium-Heavy,3,Mariana Magalhães,OTÁVIO DE ALMEIDA
Master 1,Female,Black,Medium-Heavy,3,Ursula Valverde Pinto,DEMETRIO TEAM
Master 1,Female,Black,Super-Heavy,1,Fabiana Pereira Santos,ZENITH BJJ
Master 1,Female,Black,Super-Heavy,2,Talita Andrea Nogueira,NS BROTHERHOOD
Master 1,Female,Black,Open Class,1,Talita Andrea Nogueira,NS BROTHERHOOD
Master 1,Female,Black,Open Class,2,Fabiana Alves Borges,GRACIE BARRA
Master 1,Female,Black,Open Class,3,Fabiana Pereira Santos,ZENITH BJJ
Master 1,Female,Black,Open Class,3,Pamela Boveda,FIGHT SPORTS INTERNATIONAL
Master 2,Male,Blue,Rooster,1,Shuhei Akeo,CHECKMAT
