Age Category,Sex,Belt,Weight Division,Place,Name ,Academy
Master 5,Female,Purple,Super-Heavy,1,Rosangela Texeira da Silva,GRACIE ELITE TEAM
Master 5,Female,Purple,Open Class,1,Kathryn Hubble,PACIFIC TOP TEAM
Master 5,Female,Purple,Open Class,2,Jodi Lynn Schwartz,GRACIE TAMPA SOUTH
Master 5,Female,Purple,Open Class,3,Laura Bradford,INDIANA BRAZILIAN JIU-JITSU ACADEMY
Master 5,Female,Purple,Open Class,3,Rosangela Texeira da Silva,GRACIE ELITE TEAM
Master 5,Male,Brown,Light-Feather,1,Tobias Tenorio,BRASA CTA
Master 5,Male,Brown,Feather,1,Larry An,DETROIT JIU-JITSU ACADEMY
Master 5,Male,Brown,Feather,2,Alfred Hogan,TEAM RANDORI MARTIAL ARTS
Master 5,Male,Brown,Feather,3,joe barcelone,BALANCE
Master 5,Male,Brown,Feather,3,Reuben Torres,COALITION 95
Master 5,Male,Brown,Light,1,Anthony Leonard Vitullo,CHECKMAT
Master 5,Male,Brown,Light,2,John Cambronero,SERRA BJJ ACADEMY
Master 5,Male,Brown,Light,3,Markku Turpeinen,BARRETO JIU-JITSU FINLAND
Master 5,Male,Brown,Light,3,Sean Kline,GRACIE ELITE TEAM
Master 5,Male,Brown,Middle,1,Marcelo Valentim Pires,MAROMBA ACADEMIA
Master 5,Male,Brown,Middle,2,Alan Choate,BRASA CTA
Master 5,Male,Brown,Middle,3,Marc Vetri,PRECISION JIU-JITSU
Master 5,Male,Brown,Middle,3,Randy Patterson,JIU-JITSU FOR LIFE TEAM
Master 5,Male,Brown,Medium-Heavy,1,Imre Pogacsas,CASA OF JIU-JITSU
Master 5,Male,Brown,Medium-Heavy,2,Scott Roffers,WISCONSIN 360 JIU-JITSU
Master 5,Male,Brown,Medium-Heavy,3,Adam Barbee,UNITY JIU-JITSU
Master 5,Male,Brown,Medium-Heavy,3,Gene Cook,CARLSON GRACIE TEAM
Master 5,Male,Brown,Heavy,1,TIm Church,BRAZILIAN TOP TEAM
Master 5,Male,Brown,Heavy,2,Fabrice Poigin,GRACIE ALLEGIANCE
Master 5,Male,Brown,Heavy,3,Charles York,GF TEAM
Master 5,Male,Brown,Heavy,3,William Wolfle,TEAM SHAWN HAMMONDS
Master 5,Male,Brown,Super-Heavy,1,Pound Lamb,TEAM SHAWN HAMMONDS
Master 5,Male,Brown,Super-Heavy,2,R. Allen Wrench,C-QUENCE
Master 5,Male,Brown,Super-Heavy,3,peter oberc,SOUL FIGHTERS BJJ
Master 5,Male,Brown,Super-Heavy,3,Robert Lee,BALLARD JIU-JITSU
Master 5,Male,Brown,Ultra-Heavy,1,Tom Edward Hammonds III,DE LA RIVA JIU-JITSU USA
Master 5,Male,Brown,Ultra-Heavy,2,Robert Parsons,IMPACT JIU JITSU
Master 5,Male,Brown,Ultra-Heavy,3,Samir Iskandarani,GRACIE BARRA
Master 5,Male,Brown,Open Class,1,Scott Roffers,WISCONSIN 360 JIU-JITSU
Master 5,Male,Brown,Open Class,2,Larry An,DETROIT JIU-JITSU ACADEMY
Master 5,Male,Brown,Open Class,3,Imre Pogacsas,CASA OF JIU-JITSU
Master 5,Male,Brown,Open Class,3,Robert Lee,BALLARD JIU-JITSU
Master 5,Female,Brown,Super-Heavy,1,Sirley Almeida Adelino Baião,GF TEAM
Master 5,Female,Brown,Open Class,1,Sirley Almeida Adelino Baião,GF TEAM
Master 5,Male,Black,Rooster,1,Yuji Takakura,PATO STUDIO
Master 5,Male,Black,Rooster,2,Rokha Srey,CHECKMAT
Master 5,Male,Black,Light-Feather,1,José Manuel Varela Sanchez,KMR BJJ KIMURA
Master 5,Male,Black,Light-Feather,2,Kelly Gerald Johnson,PEDRO SAUER TEAM
Master 5,Male,Black,Light-Feather,3,Claudionor Cardoso da Silva,EQ. CLAUDIONOR CARDOSO
Master 5,Male,Black,Light-Feather,3,Jeremias Cassemiro Alves Silva,CAMPEÕES ESPERANÇA JIU-JITSU TEAM
Master 5,Male,Black,Feather,1,Renato Sampaio Tavares Filho,RENATO TAVARES ASSOCIATION
Master 5,Male,Black,Feather,2,Sami Muhi Eddin Mohammad Al Jamal,SAMY AL JAMAL
Master 5,Male,Black,Feather,3,James Whyte IV,SOUL FIGHTERS BJJ
Master 5,Male,Black,Feather,3,Michael Martin Westcott,GRACIE BARRA
Master 5,Male,Black,Light,1,Marco Antonio Barbosa,BARBOSA JIU-JITSU
Master 5,Male,Black,Light,2,John Baylon,CLUBE DE JIU-JITSU FILIPINAS
Master 5,Male,Black,Light,3,Robert Joseph Defranco,OCTAGON MMA
Master 5,Male,Black,Light,3,Wellington Leal Dias,GRACIE HUMAITA
Master 5,Male,Black,Middle,1,Joel T. Gingery,ALLIANCE
Master 5,Male,Black,Middle,2,Nelson Couto Monteiro Jr.,GRACIE BARRA
Master 5,Male,Black,Middle,3,Marcelo Capo Martins,CHECKMAT
Master 5,Male,Black,Middle,3,Souleymane Dicko,MAKO TEAM PARIS
Master 5,Male,Black,Medium-Heavy,1,Paul Leon Nava,ARES BJJ
Master 5,Male,Black,Medium-Heavy,2,Vincent H. Perez,CHECKMAT
Master 5,Male,Black,Medium-Heavy,3,Anthony Alexander,CARLSON GRACIE TEAM
Master 5,Male,Black,Medium-Heavy,3,Henry Panek,SOUTH ISLAND BJJ
Master 5,Male,Black,Heavy,1,Luiz Eduardo Rocha de Faria,RIBEIRO JIU-JITSU
Master 5,Male,Black,Heavy,2,Hartmut Heske,MACH ONE
Master 5,Male,Black,Heavy,3,John M Beecher,R1NG BJJ
Master 5,Male,Black,Heavy,3,Saad Al-Aziz,LUIZ PALHARES JIU JITSU
Master 5,Male,Black,Super-Heavy,1,Adrien Roberto Domingues,GF TEAM
Master 5,Male,Black,Super-Heavy,2,Milton Regis de Almeida,KIOTO BJJ
Master 5,Male,Black,Super-Heavy,3,Amilcar Cipili,GRACIE HUMAITA LAS VEGAS
Master 5,Male,Black,Super-Heavy,3,Brian William Lewis,ALLIANCE
Master 5,Male,Black,Ultra-Heavy,1,Harold Oliver Jones Jr.,CARLSON GRACIE TEAM
Master 5,Male,Black,Ultra-Heavy,2,José Mário Sperry,MARIO SPERRY JIU-JITSU
Master 5,Male,Black,Ultra-Heavy,3,Damon Edwards,GRACIE BARRA
Master 5,Male,Black,Ultra-Heavy,3,Jeffrey Curtis Russell,RIBEIRO JIU-JITSU
Master 5,Male,Black,Open Class,1,Marco Antonio Barbosa,BARBOSA JIU-JITSU
Master 5,Male,Black,Open Class,2,Luiz Eduardo Rocha de Faria,RIBEIRO JIU-JITSU
Master 5,Male,Black,Open Class,3,Adrien Roberto Domingues,GF TEAM
Master 5,Male,Black,Open Class,3,Saad Al-Aziz,LUIZ PALHARES JIU JITSU
Master 5,Female,Black,Feather,1,Felicia Oh,JEAN JACQUES MACHADO BJJ
Master 5,Female,Black,Medium-Heavy,1,Sonya M. B. Plavcan,ALLIANCE
Master 5,Female,Black,Medium-Heavy,2,Jeane Anne Saari-Ruiz,GF TEAM
Master 5,Female,Black,Medium-Heavy,3,Michele Colon,RCJ MACHADO
Master 5,Female,Black,Open Class,1,Sonya M. B. Plavcan,ALLIANCE
Master 5,Female,Black,Open Class,2,Felicia Oh,JEAN JACQUES MACHADO BJJ
Master 5,Female,Black,Open Class,3,Jeane Anne Saari-Ruiz,GF TEAM
Master 6,Male,Blue,Light-Feather,1,Jamie Smith,GF TEAM
Master 6,Male,Blue,Light-Feather,2,Lawrence George McLaren,N.W. JIU-JITSU ACADEMY - MAPLE RIDGE
Master 6,Male,Blue,Feather,1,Brad Schulte,UFC GYM
Master 6,Male,Blue,Feather,2,Michael Victor Barszcz,GRACIE BARRA
Master 6,Male,Blue,Feather,3,Anthony Joseph Arce,BARBOSA JIU-JITSU USA
Master 6,Male,Blue,Light,1,David Langiulli,PAULO RIBEIRO BRAZILIAN JIU JITSU TEAM
Master 6,Male,Blue,Light,2,Robert Kelly Gleason,MARCELLO C MONTEIRO BRAZILIAN JIU JITSU ACADEMY
Master 6,Male,Blue,Light,3,Gregory Wayne Grazdan,GF TEAM
Master 6,Male,Blue,Middle,1,Jesse M Font,RODRIGO PINHEIRO BJJ
Master 6,Male,Blue,Middle,2,Fernando Ayax Alvarado,MAURO SERGIO BJJ
Master 6,Male,Blue,Middle,3,Alain Bourguetou,KMR BJJ KIMURA
Master 6,Male,Blue,Middle,3,Newell Woodward,GRACIE BARRA JJ
Master 6,Male,Blue,Medium-Heavy,1,Robby Carlos Vann,BOCA DE LA RIVA
Master 6,Male,Blue,Medium-Heavy,2,Frank David Torres,GRACIE BARRA
Master 6,Male,Blue,Medium-Heavy,3,Donald Michael Gilbert,ANCHORAGE BRAZILIAN JIU JITSU
Master 6,Male,Blue,Medium-Heavy,3,Gregory Joseph Cuomo,ALLIANCE
Master 6,Male,Blue,Heavy,1,Pierre Yves Joseph Laurent,GRACIE HUMAITA
Master 6,Male,Blue,Heavy,2,David Eilers,ALLIANCE
Master 6,Male,Blue,Heavy,3,John Varley,FUDOSHIN BRAZILIAN JIU-JITSU
Master 6,Male,Blue,Heavy,3,Michael Dean Geasley,TONY PASSOS JIU-JITSU
Master 6,Male,Blue,Super-Heavy,1,Gary E Wood,CASCAO JIU-JITSU
Master 6,Male,Blue,Super-Heavy,2,John Beaver,ZR TEAM ASSOCIATION
Master 6,Male,Blue,Super-Heavy,3,Kamal Berrada,WARRIOR MMA & JIU JITSU
Master 6,Male,Blue,Ultra-Heavy,1,Denis Guillaume,KMR BJJ KIMURA
Master 6,Male,Blue,Ultra-Heavy,2,Johnny Eugene Lindsey,PRESA BRAZILIAN JIU-JITSU
Master 6,Male,Blue,Open Class,1,Denis Guillaume,KMR BJJ KIMURA
Master 6,Male,Blue,Open Class,2,Pierre Yves Joseph Laurent,GRACIE HUMAITA
Master 6,Male,Blue,Open Class,3,David Eilers,ALLIANCE
Master 6,Male,Blue,Open Class,3,Robert Kelly Gleason,MARCELLO C MONTEIRO BRAZILIAN JIU JITSU ACADEMY
Master 6,Female,Blue,Light,1,Melody Fortunato,TRIBAL GYM
Master 6,Female,Blue,Light,2,Meishuku Ishimura,NEXUSENSE
Master 6,Female,Blue,Light,3,Karen Santola Tarson,GRACIE ELITE TEAM
Master 6,Female,Blue,Light,3,Merilee Anne Maira,MPR ENDURANCE
Master 6,Female,Blue,Open Class,1,Merilee Anne Maira,MPR ENDURANCE
Master 6,Male,Purple,Feather,1,John Mulgrave,HGJJ USA
Master 6,Male,Purple,Feather,2,Hector Ruiz,GF TEAM
Master 6,Male,Purple,Feather,3,Glenn Kuwata,LANSANG BRAZILIAN JIU-JITSU
Master 6,Male,Purple,Feather,3,Vince Michael DeNunzio,RIBEIRO JIU-JITSU
Master 6,Male,Purple,Light,1,Steven Curtis Shearon,RIBEIRO JIU-JITSU
Master 6,Male,Purple,Light,2,Richard William Jones,VICENTE JR. TEAM
Master 6,Male,Purple,Light,3,Bryan Baker,MCVICKER'S BRAZILIAN JIU JITSU
Master 6,Male,Purple,Light,3,Jonathan Carpenter,UNIFIED JIU JITSU
Master 6,Male,Purple,Middle,1,Allan Scott,YEMASO BRAZILIAN JIU-JITSU
Master 6,Male,Purple,Middle,2,Matthew Clyde Grant,RIBEIRO JIU-JITSU
Master 6,Male,Purple,Middle,3,Eder Poli,GRACIE BARRA
Master 6,Male,Purple,Middle,3,Gary T. Blasco,PELLEGRINO MIXED MARTIAL ARTS
Master 6,Male,Purple,Medium-Heavy,1,Marty Randall Josey,PEDRO SAUER TEAM
Master 6,Male,Purple,Medium-Heavy,2,Kevin W. Rowland,CLEBER JIU JITSU VISALIA
Master 6,Male,Purple,Medium-Heavy,3,John Burke,CONNORS MMA
Master 6,Male,Purple,Medium-Heavy,3,Lloyd Anderson,BJJ GLOBETROTTERS
Master 6,Male,Purple,Heavy,1,David Frech,KRONOS BJJ
Master 6,Male,Purple,Heavy,2,Eric Manning,PARAGON BJJ THOUSAND OAKS
Master 6,Male,Purple,Super-Heavy,1,John Alevizos,R1NG BJJ
Master 6,Male,Purple,Super-Heavy,2,Mark Lippert,GARTH TAYLOR JIU-JITSU
Master 6,Male,Purple,Ultra-Heavy,1,John Arthur McDaniel,GRACIE ELITE TEAM
Master 6,Male,Purple,Ultra-Heavy,2,Gabriel John Austin,MYBJJ TEAM
Master 6,Male,Purple,Ultra-Heavy,3,Terry Stephens,SOUL FIGHTERS BJJ
Master 6,Male,Purple,Ultra-Heavy,3,Tim Thompson,GRACIE BARRA
Master 6,Male,Purple,Open Class,1,Gabriel John Austin,MYBJJ TEAM
Master 6,Male,Purple,Open Class,2,David Frech,KRONOS BJJ
Master 6,Male,Purple,Open Class,3,Eder Poli,GRACIE BARRA
Master 6,Male,Purple,Open Class,3,John Alevizos,R1NG BJJ
Master 6,Male,Brown,Light-Feather,1,Daniel A. Medalie,HURRICANE JIU-JITSU
Master 6,Male,Brown,Light-Feather,2,Pablo Luis Arroyo,NOVA UNIÃO
Master 6,Male,Brown,Light-Feather,3,Richard Cerruto,BLACK HOLE JIU-JITSU
Master 6,Male,Brown,Feather,1,Nathan Chesmore,INFINITE JIU JITSU
Master 6,Male,Brown,Feather,2,Jeff Humphrey,ALLIANCE
Master 6,Male,Brown,Feather,3,Dan Segawa,UFC GYM
Master 6,Male,Brown,Feather,3,Daniel Cullen Daly,SYNERGY BRAZILIAN JIU JITSU
Master 6,Male,Brown,Light,1,Anthony Anderson,GRACIE ALLEGIANCE
Master 6,Male,Brown,Light,2,Chris Acarregui,CASCAO JIU-JITSU
Master 6,Male,Brown,Light,3,Richard Moses,RIBEIRO JIU-JITSU
Master 6,Male,Brown,Middle,1,Ricardo Montelongo,RODRIGO PINHEIRO BJJ
Master 6,Male,Brown,Middle,2,Ken Winnik,NOVA UNIÃO
Master 6,Male,Brown,Middle,3,John Burns,GRACIE BARRA
Master 6,Male,Brown,Middle,3,Jose Joao Mansure,GRACIE BARRA
Master 6,Male,Brown,Medium-Heavy,1,Harry Porcher,RENATO TAVARES ASSOCIATION
Master 6,Male,Brown,Medium-Heavy,2,Meier Ohlgisser,ZR TEAM ASSOCIATION
Master 6,Male,Brown,Medium-Heavy,3,Kari Saarinen,CHECKMAT
Master 6,Male,Brown,Medium-Heavy,3,Robert Cecil Mcdowell,PEDRO SAUER TEAM
Master 6,Male,Brown,Heavy,1,Fernando Aparecido do Amaral,LÓTUS CLUB
Master 6,Male,Brown,Heavy,2,Michael Jones,GRACIE BARRA
Master 6,Male,Brown,Heavy,3,Alberto Edmundo Almeida MD,GRACIE BARRA
Master 6,Male,Brown,Ultra-Heavy,1,James C Singeltary,TEAM LINK
Master 6,Male,Brown,Ultra-Heavy,2,Michael Helm,RIBEIRO JIU-JITSU
Master 6,Male,Brown,Ultra-Heavy,3,Henriks Kontauts,GRACIE BARRA
Master 6,Male,Brown,Open Class,1,Fernando Aparecido do Amaral,LÓTUS CLUB
Master 6,Male,Brown,Open Class,2,Meier Ohlgisser,ZR TEAM ASSOCIATION
Master 6,Male,Brown,Open Class,3,Chris Acarregui,CASCAO JIU-JITSU
Master 6,Male,Brown,Open Class,3,Robert Cecil Mcdowell,PEDRO SAUER TEAM
Master 6,Female,Brown,Light,1,Cynthia A Fink,ALLIANCE
Master 6,Female,Brown,Light,2,Aristea Kinney,NOVA UNIÃO
Master 6,Female,Brown,Medium-Heavy,1,Lucretia Bolin,EJD/RGT
Master 6,Female,Brown,Open Class,1,Cynthia A Fink,ALLIANCE
Master 6,Female,Brown,Open Class,2,Lucretia Bolin,EJD/RGT
Master 6,Male,Black,Light-Feather,1,Gil Abigail Bosque,VICENTE JR. TEAM
Master 6,Male,Black,Feather,1,Kouichi Kamitanida,NEWAZA WORLD SAKURAJIMA
Master 6,Male,Black,Feather,2,Dulciney Matos de Lima,GRACIE HUMAITA
Master 6,Male,Black,Feather,3,Kevin Anthony Moran,CARLSON GRACIE TEAM
Master 6,Male,Black,Light,1,Raphael Schmitz,SCHMITZ TEAM
Master 6,Male,Black,Light,2,Perry Ronald Bateson,N.W. JIU-JITSU ACADEMY - MAPLE RIDGE
Master 6,Male,Black,Light,3,Evandro Alves Nascimento,RAIZ JIU-JITSU
Master 6,Male,Black,Light,3,Joseph Castillo,LEAD BJJ
Master 6,Male,Black,Middle,1,Robert George Marvin,LEAD BJJ
Master 6,Male,Black,Middle,2,John Joseph Connors,CONNORS MMA
Master 6,Male,Black,Middle,3,Bruce Anthony Tafoya,CLEBER JIU JITSU
Master 6,Male,Black,Middle,3,Gustavo Guadalupe Enriquez,INFINITE JIU JITSU
Master 6,Male,Black,Medium-Heavy,1,Benett S. Guerriero,AMERICAN TOP TEAM
Master 6,Male,Black,Medium-Heavy,2,Anthony Harris,TEAM LLOYD IRVIN
Master 6,Male,Black,Medium-Heavy,3,Pedro Ubaldo Diaz,NOVA UNIÃO
Master 6,Male,Black,Medium-Heavy,3,Ronald Ray Hale,AMERICAN TOP TEAM
Master 6,Male,Black,Heavy,1,Brian Carl Germain,CARLSON GRACIE TEAM
Master 6,Male,Black,Heavy,2,Van Dyck Oliveira,JOÃO ROQUE JJ
Master 6,Male,Black,Heavy,3,Carlos Aldair Medeiros dos Santos,NOVA UNIÃO
Master 6,Male,Black,Heavy,3,Takeo Jon Kingi,PARAGON BJJ ACADEMY
Master 6,Male,Black,Super-Heavy,1,Gokor Grigor Chivichyan,HAYASTAN MMA
Master 6,Male,Black,Super-Heavy,2,Renier Nuno,NOVA UNIÃO
Master 6,Male,Black,Super-Heavy,3,Don Wascher,UFLACKER ACADEMY
Master 6,Male,Black,Super-Heavy,3,Kelly Don Rundle,RENATO TAVARES ASSOCIATION
Master 6,Male,Black,Ultra-Heavy,1,John David Barrera,PRESA BRAZILIAN JIU-JITSU
Master 6,Male,Black,Ultra-Heavy,2,Phil Dunlap,CARLSON GRACIE TEAM
Master 6,Male,Black,Ultra-Heavy,3,Arthur Cantu,BRASA CTA
Master 6,Male,Black,Open Class,1,John David Barrera,PRESA BRAZILIAN JIU-JITSU
Master 6,Male,Black,Open Class,2,Gustavo Guadalupe Enriquez,INFINITE JIU JITSU
Master 6,Male,Black,Open Class,3,Van Dyck Oliveira,JOÃO ROQUE JJ
Master 6,Female,Black,Light,1,Andrea Muccini,KIMURA BJJ USA
Master 6,Female,Black,Light,2,Solange das Neves Russi de Lima,CHECKMAT
Master 6,Female,Black,Light,3,Kim Blake,RCJ MACHADO
Master 6,Female,Black,Open Class,1,Solange das Neves Russi de Lima,CHECKMAT
Master 7,Male,Blue,Feather,1,Vadim G Evenbach,RALPH GRACIE
Master 7,Male,Blue,Feather,2,Ernest Michael McCormick,ROLL JIU-JITSU ACADEMY
Master 7,Male,Blue,Light,1,Emilio Marrello,PACIFIC TOP TEAM
Master 7,Male,Blue,Light,2,John Zilch,GRACIE HUMAITA
Master 7,Male,Blue,Light,3,Donald Klein,GRACIE BARRA
Master 7,Male,Blue,Light,3,Neil Spinks,GF TEAM
Master 7,Male,Blue,Middle,1,Jerome Mcbride,NOLA BRAZILIAN JIU-JITSU
Master 7,Male,Blue,Middle,2,Gary Foster,ALLIANCE
Master 7,Male,Blue,Middle,3,R. Dirk Anderson,PARAGON BJJ ACADEMY
Master 7,Male,Blue,Middle,3,Ron Bass,RUBALCAVA JIU-JITSU
Master 7,Male,Blue,Medium-Heavy,1,Thomas Aquinas Boesen,TEAM JUCÃO
Master 7,Male,Blue,Medium-Heavy,2,Michael Rex Erwin,THE JIU-JITSU ACADEMY
Master 7,Male,Blue,Medium-Heavy,3,JP Sullivan,ARES BJJ
Master 7,Male,Blue,Medium-Heavy,3,Tomislav Steve Peric,BALANCE
Master 7,Male,Blue,Heavy,1,Dean M. Brewer,TEAM CAPO BRAZILIAN JIU-JITSU
Master 7,Male,Blue,Heavy,2,Louis G Femia,TEAM JUCÃO
Master 7,Male,Blue,Heavy,3,Michael Louis Andries,GF TEAM
Master 7,Male,Blue,Open Class,1,Gary Foster,ALLIANCE
Master 7,Male,Blue,Open Class,2,Michael Louis Andries,GF TEAM
Master 7,Female,Blue,Light-Feather,1,Susan Ellen Burger,NOVA UNIÃO
Master 7,Female,Blue,Light-Feather,2,Elaine Beiersdoerfer,GRACIE BARRA
Master 7,Female,Blue,Feather,1,Sandi Duquette,YAMASAKI ACADEMY
Master 7,Female,Blue,Open Class,1,Susan Ellen Burger,NOVA UNIÃO
Master 7,Female,Blue,Open Class,2,Elaine Beiersdoerfer,GRACIE BARRA
Master 7,Female,Blue,Open Class,3,Sandi Duquette,YAMASAKI ACADEMY
Master 7,Male,Purple,Feather,1,Michael Zarroli,BIG BROTHERS
Master 7,Male,Purple,Feather,2,Carlos Jorge Nunes Lopes Tavares,NETTO BRAZILIAN JIU-JITSU
Master 7,Male,Purple,Feather,3,Robert Owens,UZCATEGUI BRAZILIAN JIU-JITSU
Master 7,Male,Purple,Light,1,Major Kenneth Stewart,RODRIGO VAGHI BJJ
Master 7,Male,Purple,Light,2,Neil Russell Stiles,ELITE FORCE BJJ
Master 7,Male,Purple,Medium-Heavy,1,Ricardo Ferreira Ayres,ALLIANCE
Master 7,Male,Purple,Medium-Heavy,2,Michael George Andrews,ALLIANCE
Master 7,Male,Purple,Medium-Heavy,3,Robert Ryckman,GRACIE ELITE TEAM
Master 7,Male,Purple,Medium-Heavy,3,Tom Watkins,CARLSON GRACIE TEAM
Master 7,Male,Purple,Heavy,1,Keith Mateychick,RENATO TAVARES ASSOCIATION
Master 7,Male,Purple,Heavy,2,Philip George Rinaldi,AMERICAN TOP TEAM
Master 7,Male,Purple,Heavy,3,Daniel W. Hudson,DDR JIU JITSU
Master 7,Male,Purple,Ultra-Heavy,1,David Eugene Brown,HALCYON JIU-JITSU
Master 7,Male,Purple,Ultra-Heavy,2,William Leroy Brady,RIBEIRO JIU-JITSU
Master 7,Male,Purple,Open Class,1,David Eugene Brown,HALCYON JIU-JITSU
Master 7,Male,Purple,Open Class,2,Michael George Andrews,ALLIANCE
Master 7,Male,Purple,Open Class,3,Major Kenneth Stewart,RODRIGO VAGHI BJJ
Master 7,Male,Purple,Open Class,3,Ricardo Ferreira Ayres,ALLIANCE
Master 7,Male,Brown,Light-Feather,1,Brian Clark Herskowitz,HOLLYWOOD BRAZILIAN JIU JITSU
Master 7,Male,Brown,Light-Feather,2,Sig Luther,RIBEIRO JIU-JITSU
Master 7,Male,Brown,Light,1,Kevin Hebert,CAIQUE JIU-JITSU
Master 7,Male,Brown,Light,2,David Louis Ratner,SOUL FIGHTERS BJJ
Master 7,Male,Brown,Light,3,Andrew Saam,GRACIE HUMAITA
Master 7,Male,Brown,Light,3,Walter Power,RCJJ - CAPORAL
Master 7,Male,Brown,Medium-Heavy,1,Shane O'Neill,RIBEIRO JIU-JITSU
Master 7,Male,Brown,Super-Heavy,1,Richard Allen,COACHELLA VALLEY BJJ
Master 7,Male,Brown,Super-Heavy,2,Edgar Jonathan Lisansky,GRACIE BARRA
Master 7,Male,Brown,Open Class,1,Shane O'Neill,RIBEIRO JIU-JITSU
Master 7,Male,Brown,Open Class,2,Richard Allen,COACHELLA VALLEY BJJ
Master 7,Male,Brown,Open Class,3,Brian Clark Herskowitz,HOLLYWOOD BRAZILIAN JIU JITSU
Master 7,Female,Brown,Light,1,Brenda G King,JEAN JACQUES MACHADO BJJ
Master 7,Female,Brown,Light,2,Diana G. Weisbach,GF TEAM
Master 7,Male,Black,Light-Feather,1,Kenneth Wayne Cameron,GRACIE ELITE TEAM
Master 7,Male,Black,Feather,1,Glenn C. Jarrell,A-FORCE BRAZILIAN JIU-JITSU
Master 7,Male,Black,Feather,2,Hisao Takahashi,TRI-FORCE JIU-JITSU ACADEMY
Master 7,Male,Black,Feather,3,Igor Dominguez Andrade,GRACIE BARRA
Master 7,Male,Black,Light,1,M. Patrick Worley,ALLIANCE
Master 7,Male,Black,Light,2,David Isaac da Cunha Rosadas,ALLIANCE
Master 7,Male,Black,Light,3,Marcio Gomes Dias,BARBOSA JIU-JITSU
Master 7,Male,Black,Light,3,Norman Samuel Fulton,ZENITH BJJ - LAS VEGAS
Master 7,Male,Black,Middle,1,Bruce L. Singer,GRACIE BARRA
Master 7,Male,Black,Middle,2,Paulo Cesar dos Santos Oliveira,GF TEAM
Master 7,Male,Black,Middle,3,Luiz Humberto de Queiroz Guerra,GRACIE BARRA
Master 7,Male,Black,Medium-Heavy,1,Brian Edward Beauchamp,FABRICIO INTERNATIONAL TEAM
Master 7,Male,Black,Medium-Heavy,2,Shaun Donald Holmstrom,ZENITH BJJ - CANADA
Master 7,Male,Black,Medium-Heavy,3,Dean Williams,EVOLVE MMA
Master 7,Male,Black,Medium-Heavy,3,Eduardo Benoliel,GRACIE HUMAITA
Master 7,Male,Black,Heavy,1,Joseph Edgar Paradis Jr.,NEW ENGLAND UNITED BJJ
Master 7,Male,Black,Heavy,2,Doug D'Anna,MARCO NASCIMENTO BJJ
Master 7,Male,Black,Heavy,3,James Curtis Lee,RIBEIRO JIU-JITSU
Master 7,Male,Black,Heavy,3,Richard J. Kotasek,PEDRO SAUER TEAM
Master 7,Male,Black,Super-Heavy,1,Marco Antonio Araujo Pena,GRACIE BARRA
Master 7,Male,Black,Super-Heavy,2,John Parker Lapp,BRASA CTA
Master 7,Male,Black,Ultra-Heavy,1,Jay Hunsucker,THE JIU-JITSU ACADEMY
Master 7,Male,Black,Open Class,1,Brian Edward Beauchamp,FABRICIO INTERNATIONAL TEAM
Master 7,Male,Black,Open Class,2,Luiz Humberto de Queiroz Guerra,GRACIE BARRA
Master 7,Male,Black,Open Class,3,John Parker Lapp,BRASA CTA
Master 7,Male,Black,Open Class,3,Kenneth Wayne Cameron,GRACIE ELITE TEAM
